Year,Month,Day,Maximum Temperature (Â°C),data Completeness
2022.0,9.0,2.0,32.5,C
2022.0,9.0,3.0,33,C
2022.0,9.0,4.0,33.5,C
2022.0,9.0,5.0,34.5,C
2022.0,9.0,6.0,34,C
2022.0,9.0,7.0,29.3,C
2022.0,9.0,8.0,32.4,C
2022.0,9.0,9.0,33.7,C
2022.0,9.0,10.0,31.8,C
2022.0,9.0,11.0,34.1,C
2022.0,9.0,12.0,35.4,C
2022.0,9.0,13.0,35.8,C
2022.0,9.0,14.0,35.2,C
2022.0,9.0,15.0,34.4,C
2022.0,9.0,16.0,34.4,C
2022.0,9.0,17.0,35.1,C
2022.0,9.0,18.0,34.5,C
2022.0,9.0,19.0,33.7,C
2022.0,9.0,20.0,31.5,C
2022.0,9.0,21.0,30.5,C
2022.0,9.0,22.0,30.7,C
2022.0,9.0,23.0,32.3,C
2022.0,9.0,24.0,30.7,C
2022.0,9.0,25.0,32.3,C
2022.0,9.0,26.0,33.1,C
2022.0,9.0,27.0,31.9,C
2022.0,9.0,28.0,31.5,C
2022.0,9.0,29.0,31.4,C
2022.0,9.0,30.0,28.7,C
2022.0,10.0,1.0,30.7,C
2022.0,10.0,2.0,31.4,C
2022.0,10.0,3.0,32.5,C
2022.0,10.0,4.0,32.8,C
2022.0,10.0,5.0,31.7,C
2022.0,10.0,6.0,31.4,C
2022.0,10.0,7.0,31.4,C
2022.0,10.0,8.0,29.3,C
2022.0,10.0,9.0,31.3,C
2022.0,10.0,10.0,26.4,C
2022.0,10.0,11.0,26.6,C
2022.0,10.0,12.0,28.1,C
2022.0,10.0,13.0,29.4,C
2022.0,10.0,14.0,30.2,C
2022.0,10.0,15.0,30.6,C
2022.0,10.0,16.0,31.2,C
2022.0,10.0,17.0,29.8,C
2022.0,10.0,18.0,26.7,C
2022.0,10.0,19.0,25.3,C
2022.0,10.0,20.0,26.8,C
2022.0,10.0,21.0,29.3,C
2022.0,10.0,22.0,30.5,C
2022.0,10.0,23.0,29.7,C
2022.0,10.0,24.0,27.6,C
2022.0,10.0,25.0,25.8,C
2022.0,10.0,26.0,27.1,#
2022.0,10.0,27.0,28.4,C
2022.0,10.0,28.0,29.4,C
2022.0,10.0,29.0,29.2,C
2022.0,10.0,30.0,28.6,#
2022.0,10.0,31.0,26.9,C
2022.0,11.0,1.0,25.1,C
2022.0,11.0,2.0,22,C
2022.0,11.0,3.0,23.2,C
2022.0,11.0,4.0,24.7,C
2022.0,11.0,5.0,22,C
2022.0,11.0,6.0,22.2,C
2022.0,11.0,7.0,22.8,C
2022.0,11.0,8.0,24,C
2022.0,11.0,9.0,27.5,C
2022.0,11.0,10.0,28.9,C
2022.0,11.0,11.0,29.2,C
2022.0,11.0,12.0,27.7,C
2022.0,11.0,13.0,28.9,C
2022.0,11.0,14.0,26.5,C
2022.0,11.0,15.0,25.7,C
2022.0,11.0,16.0,26.3,C
2022.0,11.0,17.0,26.5,C
2022.0,11.0,18.0,27.3,C
2022.0,11.0,19.0,29.1,C
2022.0,11.0,20.0,28.2,C
2022.0,11.0,21.0,25.5,C
2022.0,11.0,22.0,24.2,C
2022.0,11.0,23.0,24.5,C
2022.0,11.0,24.0,23,C
2022.0,11.0,25.0,23.7,C
2022.0,11.0,26.0,23.9,C
2022.0,11.0,27.0,24.2,C
2022.0,11.0,28.0,29.7,C
2022.0,11.0,29.0,29.8,C
2022.0,11.0,30.0,25.5,C
2022.0,12.0,1.0,17,C
2022.0,12.0,2.0,19.1,C
2022.0,12.0,3.0,21.3,C
2022.0,12.0,4.0,23.3,C
2022.0,12.0,5.0,18.6,C
2022.0,12.0,6.0,18.5,C
2022.0,12.0,7.0,21.7,#
2022.0,12.0,8.0,22.9,C
2022.0,12.0,9.0,23.1,C
2022.0,12.0,10.0,22.4,C
2022.0,12.0,11.0,18.6,C
2022.0,12.0,12.0,18.1,C
2022.0,12.0,13.0,15.9,C
2022.0,12.0,14.0,12.9,C
2022.0,12.0,15.0,15.7,C
2022.0,12.0,16.0,18,C
2022.0,12.0,17.0,14.9,C
2022.0,12.0,18.0,14.6,C
2022.0,12.0,19.0,17,C
2022.0,12.0,20.0,20.1,C
2022.0,12.0,21.0,20.7,C
2022.0,12.0,22.0,21.1,C
2022.0,12.0,23.0,20.6,C
2022.0,12.0,24.0,20.9,C
2022.0,12.0,25.0,19.1,C
2022.0,12.0,26.0,20.7,C
2022.0,12.0,27.0,20,C
2022.0,12.0,28.0,20.9,C
2022.0,12.0,29.0,19.3,C
2022.0,12.0,30.0,17.2,C
2022.0,12.0,31.0,19,C
2023.0,1.0,1.0,19,C
2023.0,1.0,2.0,21.1,C
2023.0,1.0,3.0,18.9,C
2023.0,1.0,4.0,19.7,C
2023.0,1.0,5.0,23.1,C
2023.0,1.0,6.0,24.3,C
2023.0,1.0,7.0,21.8,C
2023.0,1.0,8.0,19.9,C
2023.0,1.0,9.0,21.7,C
2023.0,1.0,10.0,18.8,#
2023.0,1.0,11.0,19.8,C
2023.0,1.0,12.0,20.4,C
2023.0,1.0,13.0,23.8,C
2023.0,1.0,14.0,27.2,C
2023.0,1.0,15.0,20.6,C
2023.0,1.0,16.0,12.3,C
2023.0,1.0,17.0,13.9,#
2023.0,1.0,18.0,18.1,#
2023.0,1.0,19.0,20.9,C
2023.0,1.0,20.0,21.4,C
2023.0,1.0,21.0,18.2,C
2023.0,1.0,22.0,24.2,C
2023.0,1.0,23.0,24,#
2023.0,1.0,24.0,18.9,C
2023.0,1.0,25.0,14.2,C
2023.0,1.0,26.0,18.3,C
2023.0,1.0,27.0,17.3,C
2023.0,1.0,28.0,15.4,C
2023.0,1.0,29.0,16.6,C
2023.0,1.0,30.0,19.9,C
2023.0,1.0,31.0,21.6,C
2023.0,2.0,1.0,25,C
2023.0,2.0,2.0,21.9,C
2023.0,2.0,3.0,21.4,C
2023.0,2.0,4.0,19.3,C
2023.0,2.0,5.0,19.4,C
2023.0,2.0,6.0,21.2,C
2023.0,2.0,7.0,25.4,C
2023.0,2.0,8.0,19.8,C
2023.0,2.0,9.0,23.4,C
2023.0,2.0,10.0,24,C
2023.0,2.0,11.0,21.8,C
2023.0,2.0,12.0,22.7,#
2023.0,2.0,13.0,26.8,C
2023.0,2.0,14.0,22.2,C
2023.0,2.0,15.0,19.2,C
2023.0,2.0,16.0,19.5,C
2023.0,2.0,17.0,24.4,C
2023.0,2.0,18.0,24.8,C
2023.0,2.0,19.0,28.8,C
2023.0,2.0,20.0,23.4,C
2023.0,2.0,21.0,20.3,C
2023.0,2.0,22.0,20.4,C
2023.0,2.0,23.0,22.7,C
2023.0,2.0,24.0,25.5,C
2023.0,2.0,25.0,19.4,C
2023.0,2.0,26.0,20.7,C
2023.0,2.0,27.0,19.9,C
2023.0,2.0,28.0,22.2,C
2023.0,3.0,1.0,26.3,C
2023.0,3.0,2.0,23.7,C
2023.0,3.0,3.0,22.7,C
2023.0,3.0,4.0,24,C
2023.0,3.0,5.0,24,C
2023.0,3.0,6.0,24.1,C
2023.0,3.0,7.0,24.2,C
2023.0,3.0,8.0,24.4,C
2023.0,3.0,9.0,28,C
2023.0,3.0,10.0,26,C
2023.0,3.0,11.0,25.5,C
2023.0,3.0,12.0,26.9,C
2023.0,3.0,13.0,22.2,C
2023.0,3.0,14.0,22,C
2023.0,3.0,15.0,24.3,#
2023.0,3.0,16.0,25.9,C
2023.0,3.0,17.0,26.3,C
2023.0,3.0,18.0,27.5,C
2023.0,3.0,19.0,21.7,C
2023.0,3.0,20.0,25.5,C
2023.0,3.0,21.0,25.8,C
2023.0,3.0,22.0,26.8,C
2023.0,3.0,23.0,27.5,C
2023.0,3.0,24.0,28.8,C
2023.0,3.0,25.0,25.6,C
2023.0,3.0,26.0,22.1,C
2023.0,3.0,27.0,19.2,C
2023.0,3.0,28.0,20.1,C
2023.0,3.0,29.0,21.9,C
2023.0,3.0,30.0,21.7,C
2023.0,3.0,31.0,21.2,C
2023.0,4.0,1.0,22.5,C
2023.0,4.0,2.0,22,C
2023.0,4.0,3.0,21.8,C
2023.0,4.0,4.0,26.1,C
2023.0,4.0,5.0,27.4,C
2023.0,4.0,6.0,28.5,C
2023.0,4.0,7.0,24.4,C
2023.0,4.0,8.0,21.5,C
2023.0,4.0,9.0,22.1,C
2023.0,4.0,10.0,24.2,C
2023.0,4.0,11.0,27.8,C
2023.0,4.0,12.0,29.5,C
2023.0,4.0,13.0,25.3,C
2023.0,4.0,14.0,28,#
2023.0,4.0,15.0,31.4,C
2023.0,4.0,16.0,31,C
2023.0,4.0,17.0,28.3,C
2023.0,4.0,18.0,29.8,C
2023.0,4.0,19.0,28.6,#
2023.0,4.0,20.0,26.2,C
2023.0,4.0,21.0,25.9,C
2023.0,4.0,22.0,24,C
2023.0,4.0,23.0,24.1,C
2023.0,4.0,24.0,25,C
2023.0,4.0,25.0,23.7,C
2023.0,4.0,26.0,24.3,C
2023.0,4.0,27.0,23.8,#
2023.0,4.0,28.0,28.9,C
2023.0,4.0,29.0,28.9,C
2023.0,4.0,30.0,26.7,C
2023.0,5.0,1.0,26.1,C
2023.0,5.0,2.0,25.9,C
2023.0,5.0,3.0,29,C
2023.0,5.0,4.0,31.2,C
2023.0,5.0,5.0,30.8,C
2023.0,5.0,6.0,30.9,C
2023.0,5.0,7.0,30.6,C
2023.0,5.0,8.0,24.8,C
2023.0,5.0,9.0,25.3,C
2023.0,5.0,10.0,25.2,C
2023.0,5.0,11.0,25.2,C
2023.0,5.0,12.0,25.4,C
2023.0,5.0,13.0,24.2,C
2023.0,5.0,14.0,23,C
2023.0,5.0,15.0,28.7,#
2023.0,5.0,16.0,28.9,C
2023.0,5.0,17.0,29.7,C
2023.0,5.0,18.0,32.1,C
2023.0,5.0,19.0,32.4,C
2023.0,5.0,20.0,32.7,C
2023.0,5.0,21.0,33,C
2023.0,5.0,22.0,32.6,C
2023.0,5.0,23.0,28.9,C
2023.0,5.0,24.0,28.1,C
2023.0,5.0,25.0,27.1,C
2023.0,5.0,26.0,30.8,C
2023.0,5.0,27.0,31.6,C
2023.0,5.0,28.0,32.5,C
2023.0,5.0,29.0,34.2,C
2023.0,5.0,30.0,36.6,C
2023.0,5.0,31.0,35.7,C
2023.0,6.0,1.0,33.6,C
2023.0,6.0,2.0,35.7,C
2023.0,6.0,3.0,34.5,C
2023.0,6.0,4.0,32.5,C
2023.0,6.0,5.0,32,C
2023.0,6.0,6.0,30.5,C
2023.0,6.0,7.0,31.8,C
2023.0,6.0,8.0,33,C
2023.0,6.0,9.0,32.6,C
2023.0,6.0,10.0,33.7,C
2023.0,6.0,11.0,32.5,C
2023.0,6.0,12.0,33,C
2023.0,6.0,13.0,32.8,C
2023.0,6.0,14.0,30.6,C
2023.0,6.0,15.0,29,C
2023.0,6.0,16.0,29.4,C
2023.0,6.0,17.0,29.1,C
2023.0,6.0,18.0,30.2,C
2023.0,6.0,19.0,32.9,C
2023.0,6.0,20.0,32.8,C
2023.0,6.0,21.0,33,C
2023.0,6.0,22.0,32.9,C
2023.0,6.0,23.0,31.7,C
2023.0,6.0,24.0,30.6,C
2023.0,6.0,25.0,32.7,C
2023.0,6.0,26.0,33.2,C
2023.0,6.0,27.0,33.3,C
2023.0,6.0,28.0,30.1,#
2023.0,6.0,29.0,33.2,C
2023.0,6.0,30.0,32.6,C
2023.0,7.0,1.0,30.9,C
2023.0,7.0,2.0,30.7,C
2023.0,7.0,3.0,32.4,C
2023.0,7.0,4.0,32.3,C
2023.0,7.0,5.0,32.8,C
2023.0,7.0,6.0,32.7,C
2023.0,7.0,7.0,32.8,C
2023.0,7.0,8.0,33,C
2023.0,7.0,9.0,33.4,C
2023.0,7.0,10.0,33.7,C
2023.0,7.0,11.0,34.1,C
2023.0,7.0,12.0,34,C
2023.0,7.0,13.0,33.9,C
2023.0,7.0,14.0,35.4,C
2023.0,7.0,15.0,36.3,#
2023.0,7.0,16.0,32.6,C
2023.0,7.0,17.0,29.8,C
2023.0,7.0,18.0,30.9,C
2023.0,7.0,19.0,30.5,C
2023.0,7.0,20.0,33.1,#
2023.0,7.0,21.0,32.7,C
2023.0,7.0,22.0,33.7,C
2023.0,7.0,23.0,33.9,C
2023.0,7.0,24.0,33.6,C
2023.0,7.0,25.0,34.5,C
2023.0,7.0,26.0,37,C
2023.0,7.0,27.0,36.7,C
2023.0,7.0,28.0,36,C
2023.0,7.0,29.0,31.2,C
2023.0,7.0,30.0,32.3,C
2023.0,7.0,31.0,32.6,C
2023.0,8.0,1.0,32.8,C
2023.0,8.0,2.0,33.9,C
2023.0,8.0,3.0,35,C
2023.0,8.0,4.0,33.9,C
2023.0,8.0,5.0,33,C
2023.0,8.0,6.0,32.9,C
2023.0,8.0,7.0,33,C
2023.0,8.0,8.0,33.4,C
2023.0,8.0,9.0,34.3,C
2023.0,8.0,10.0,32.3,C
2023.0,8.0,11.0,30.8,C
2023.0,8.0,12.0,32.3,C
2023.0,8.0,13.0,30.7,C
2023.0,8.0,14.0,32.2,C
2023.0,8.0,15.0,33.3,C
2023.0,8.0,16.0,34.3,C
2023.0,8.0,17.0,34.3,C
2023.0,8.0,18.0,31.8,C
2023.0,8.0,19.0,31.4,C
2023.0,8.0,20.0,32.1,C
2023.0,8.0,21.0,33,C
2023.0,8.0,22.0,33.1,C
2023.0,8.0,23.0,34,C
2023.0,8.0,24.0,31.8,C
2023.0,8.0,25.0,32.1,C
2023.0,8.0,26.0,33.1,C
2023.0,8.0,27.0,32.5,C
2023.0,8.0,28.0,33.2,C
2023.0,8.0,29.0,31.7,#
2023.0,8.0,30.0,32.5,#
2023.0,8.0,31.0,32,#
2023.0,9.0,1.0,28.5,C
2023.0,9.0,2.0,28.1,C
2023.0,9.0,3.0,33.5,C
2023.0,9.0,4.0,34.7,C
2023.0,9.0,5.0,31.5,#
2023.0,9.0,6.0,32,#
2023.0,9.0,7.0,29.1,C
2023.0,9.0,8.0,28,C
2023.0,9.0,9.0,27.7,C
2023.0,9.0,10.0,27.7,C
2023.0,9.0,11.0,27.9,C
2023.0,9.0,12.0,30.7,C
2023.0,9.0,13.0,30.3,C
2023.0,9.0,14.0,29.5,C
2023.0,9.0,15.0,31.4,C
2023.0,9.0,16.0,29.2,C
2023.0,9.0,17.0,31.8,C
2023.0,9.0,18.0,33.5,C
2023.0,9.0,19.0,33.4,C
2023.0,9.0,20.0,33.5,C
2023.0,9.0,21.0,34.5,C
2023.0,9.0,22.0,33.8,C
2023.0,9.0,23.0,32.7,C
2023.0,9.0,24.0,32.1,C
2023.0,9.0,25.0,32.6,C
2023.0,9.0,26.0,32.4,C
2023.0,9.0,27.0,33.3,#
2023.0,9.0,28.0,33.1,C
2023.0,9.0,29.0,32.5,C
2023.0,9.0,30.0,34.5,C
2023.0,10.0,1.0,33.2,C
2023.0,10.0,2.0,31.8,C
2023.0,10.0,3.0,32.8,C
2023.0,10.0,4.0,34.5,C
2023.0,10.0,5.0,33.5,C
2023.0,10.0,6.0,30.8,C
2023.0,10.0,7.0,26.7,C
2023.0,10.0,8.0,25.3,C
2023.0,10.0,9.0,25.5,C
2023.0,10.0,10.0,27,C
2023.0,10.0,11.0,28.3,C
2023.0,10.0,12.0,28.8,C
2023.0,10.0,13.0,29.9,#
2023.0,10.0,14.0,30.2,C
2023.0,10.0,15.0,29.6,C
2023.0,10.0,16.0,28.8,C
2023.0,10.0,17.0,27.4,C
2023.0,10.0,18.0,26.1,C
2023.0,10.0,19.0,26.4,C
2023.0,10.0,20.0,27.3,#
2023.0,10.0,21.0,23.9,C
2023.0,10.0,22.0,26.7,C
2023.0,10.0,23.0,28.7,C
2023.0,10.0,24.0,30.4,C
2023.0,10.0,25.0,29.5,C
2023.0,10.0,26.0,28.9,C
2023.0,10.0,27.0,29.7,C
2023.0,10.0,28.0,27.8,C
2023.0,10.0,29.0,27.6,#
2023.0,10.0,30.0,29.3,C
2023.0,10.0,31.0,28.7,C
2023.0,11.0,1.0,29.1,C
2023.0,11.0,2.0,28.1,C
2023.0,11.0,3.0,29.3,C
2023.0,11.0,4.0,29.2,C
2023.0,11.0,5.0,30.1,C
2023.0,11.0,6.0,30.9,C
2023.0,11.0,7.0,26.7,C
2023.0,11.0,8.0,25.9,C
2023.0,11.0,9.0,26.6,C
2023.0,11.0,10.0,29.6,#
2023.0,11.0,11.0,26.2,C
2023.0,11.0,12.0,25.8,C
2023.0,11.0,13.0,24.4,C
2023.0,11.0,14.0,23.8,C
2023.0,11.0,15.0,25.8,C
2023.0,11.0,16.0,23.3,C
2023.0,11.0,17.0,22,C
2023.0,11.0,18.0,22.7,C
2023.0,11.0,19.0,23.6,C
2023.0,11.0,20.0,24.7,C
2023.0,11.0,21.0,25.4,C
2023.0,11.0,22.0,26.2,C
2023.0,11.0,23.0,27.5,#
2023.0,11.0,24.0,25.6,C
2023.0,11.0,25.0,25,C
2023.0,11.0,26.0,25.9,C
2023.0,11.0,27.0,27.2,C
2023.0,11.0,28.0,25.8,C
2023.0,11.0,29.0,24.2,C
2023.0,11.0,30.0,25.9,C
2023.0,12.0,1.0,23,C
2023.0,12.0,2.0,22.3,C
2023.0,12.0,3.0,23.4,C
2023.0,12.0,4.0,25.9,C
2023.0,12.0,5.0,25,C
2023.0,12.0,6.0,22.9,C
2023.0,12.0,7.0,25.3,C
2023.0,12.0,8.0,25,C
2023.0,12.0,9.0,25.1,C
2023.0,12.0,10.0,27.2,C
2023.0,12.0,11.0,29.4,C
2023.0,12.0,12.0,28.6,C
2023.0,12.0,13.0,22.9,C
2023.0,12.0,14.0,25.3,C
2023.0,12.0,15.0,28.4,C
2023.0,12.0,16.0,24.3,C
2023.0,12.0,17.0,14,C
2023.0,12.0,18.0,18.4,C
2023.0,12.0,19.0,17.7,C
2023.0,12.0,20.0,16,C
2023.0,12.0,21.0,11.9,C
2023.0,12.0,22.0,12.1,C
2023.0,12.0,23.0,12.7,C
2023.0,12.0,24.0,17.7,C
2023.0,12.0,25.0,18.6,C
2023.0,12.0,26.0,20.7,C
2023.0,12.0,27.0,21.8,C
2023.0,12.0,28.0,24.7,C
2023.0,12.0,29.0,21.6,C
2023.0,12.0,30.0,25.8,C
2023.0,12.0,31.0,28,C
